user,location,tweet,Tweet_punct
rumormill,"Des Plaines, Illinois — always","@realdonaldtrump's tweets may have disappeared from Twitter, but we've got the text of those mentioning Chicago and… https://t.co/EtNZaviLfb",realdonaldtrumps tweets may have disappeared from Twitter but weve got the text of those mentioning Chicago and… httpstcoEtNZaviLfb
Bucco_Blast,Pittsburgh North Hills,"RT @Bucco_Blast: @realDonaldTrump Ah so you finally admit that you are a fascist 

What about designating the proud boys as a terrorist org…","RT BuccoBlast realDonaldTrump Ah so you finally admit that you are a fascist 

What about designating the proud boys as a terrorist org…"
Tweetybetty721,,RT @LindseyGrahamSC: @realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…,RT LindseyGrahamSC realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…
EllieMu52780881,,RT @SuplexCity55008: @realDonaldTrump LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER…,RT SuplexCity realDonaldTrump LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER LOSER…
JayDPayne,denver colorado,@realDonaldTrump @FLOTUS @IvankaTrump @vp @gop @tedcruz @DonaldJTrumpJr @senatemajldr @LindseyGrahamSC COUNTRY &amp; CO… https://t.co/usVy0NTKem,realDonaldTrump FLOTUS IvankaTrump vp gop tedcruz DonaldJTrumpJr senatemajldr LindseyGrahamSC COUNTRY amp CO… httpstcousVyNTKem
tomasin29692798,,"RT @ValValfarrar: @realDonaldTrump Don, it’s official - your rants have now turned into background music. Everyone has moved on while you’r…",RT ValValfarrar realDonaldTrump Don it’s official  your rants have now turned into background music Everyone has moved on while you’r…
NunyaBusiness46,,RT @NunyaBusiness46: @realDonaldTrump Godspeed Mr. President Sir! 🇺🇸 https://t.co/VtO2mooXmQ,RT NunyaBusiness realDonaldTrump Godspeed Mr President Sir 🇺🇸 httpstcoVtOmooXmQ
warrenvmyers,"Naples, FL","@realDonaldTrump will remain #POTUS on January 20th, and there is nothing anyone can do about it. #GodOfMiracles… https://t.co/ynM1NMmAaF",realDonaldTrump will remain POTUS on January th and there is nothing anyone can do about it GodOfMiracles… httpstcoynMNMmAaF
paolav80003464,,"@realDonaldTrump @POTUS @SecPompeo @mikepompeo  @SecAzar @PressSec @DrDavidSamadi 
What happens to a presidential p… https://t.co/OCh1G0PLY8","realDonaldTrump POTUS SecPompeo mikepompeo  SecAzar PressSec DrDavidSamadi 
What happens to a presidential p… httpstcoOChGPLY"
Jeff_Foster21,"Eugene, OR","RT @Jeff_Foster21: @realDonaldTrump @RudyGiuliani @SecPompeo @LindseyGrahamSC 
🧑      👩‍🦰     🧔     👩‍🦲     👨‍🦰     🧓     👨‍🦲     👵     👩…","RT JeffFoster realDonaldTrump RudyGiuliani SecPompeo LindseyGrahamSC 
🧑      👩‍🦰     🧔     👩‍🦲     👨‍🦰     🧓     👨‍🦲     👵     👩…"
nursemaned,"Whitby, Ontario",RT @NaomiMy88691818: @realDonaldTrump YOU MADE HISTORY!! yay!!! congratulations 1 Term!!! 🥳 I know your followers madddddd 🤣🤣🤣🤣🤣🤣🤣 https://…,RT NaomiMy realDonaldTrump YOU MADE HISTORY yay congratulations  Term 🥳 I know your followers madddddd 🤣🤣🤣🤣🤣🤣🤣 https…
MimiFrisco,United States,"RT @TalbertSwan: @realDonaldTrump Where are the arrests? These thugs broke into a Federal building, vandalized it, assaulted police, and mu…",RT TalbertSwan realDonaldTrump Where are the arrests These thugs broke into a Federal building vandalized it assaulted police and mu…
VanmanEast,,RT @ReesusP: @realDonaldTrump someone asked? https://t.co/M6PYHGIXYu,RT ReesusP realDonaldTrump someone asked httpstcoMPYHGIXYu
HernanSalcedo21,Venezuela. Empatia & Respeto,"RT @murray_nyc: @realDonaldTrump Meet the new president of the USA, Joe Biden, who will be sworn into office on January 20, 2021! https://t…",RT murraynyc realDonaldTrump Meet the new president of the USA Joe Biden who will be sworn into office on January   httpst…
newcastle57,"London, Ontario Canada",@realDonaldTrump You will go down in history as the worst president of all time. #YouSuck,realDonaldTrump You will go down in history as the worst president of all time YouSuck
Christinahoffi2,,@realDonaldTrump still supporting you,realDonaldTrump still supporting you
Soda1853,"Northshore, Louisiana","RT @BrandonBeckham_: @realDonaldTrump @sendavidperdue I'm proud to be an American, where at least I know I'm free.

And, I won't forget the…","RT BrandonBeckham realDonaldTrump sendavidperdue Im proud to be an American where at least I know Im free

And I wont forget the…"
ChannelJ11,"Lekki, Lagos, Nigeria","@realDonaldTrump , the stone which the builders rejected.....",realDonaldTrump  the stone which the builders rejected
PxSKz,"Asgard,Muspelheim,Midgard.",@realDonaldTrump I miss you,realDonaldTrump I miss you
Billyke86932499,"London, England",@realDonaldTrump Go for it! Start your own media platform! I'll be there like a shot! Best @POTUS EVER! 👍👍,realDonaldTrump Go for it Start your own media platform Ill be there like a shot Best POTUS EVER 👍👍
MoistureVapor8r,"San Diego, CA",RT @DoneWNonSense: @realDonaldTrump What about North Korea not showing for the mtg with the US delegation at the demilitarized zone yesterd…,RT DoneWNonSense realDonaldTrump What about North Korea not showing for the mtg with the US delegation at the demilitarized zone yesterd…
oganiko97,"PORT GENTIL,  GABON","RT @Amaka_Ekwo: @realDonaldTrump 

You promised to MAGA, in 4 years you did all you could to fulfil the promise.

Many of your supporters a…","RT AmakaEkwo realDonaldTrump 

You promised to MAGA in  years you did all you could to fulfil the promise

Many of your supporters a…"
MoistureVapor8r,"San Diego, CA","RT @TomShafShafer: @realDonaldTrump Again, you lie. Negotiations with North Korea are *not* going well. Kim refused to meet with Secretary…",RT TomShafShafer realDonaldTrump Again you lie Negotiations with North Korea are not going well Kim refused to meet with Secretary…
nyeusi_sana,,"@realDonaldTrump is preparing to make one of his ""I'm smarter than all of you so I'll call for violence and you won… https://t.co/wG881sBwfx",realDonaldTrump is preparing to make one of his Im smarter than all of you so Ill call for violence and you won… httpstcowGsBwfx
ScarlattiBomba,in EUROPA,"RT @shawgerald4: @realDonaldTrump The American people know...

Trump won https://t.co/L968Oc20WC","RT shawgerald realDonaldTrump The American people know

Trump won httpstcoLOcWC"
ScarlattiBomba,in EUROPA,"RT @Kenny_Sowellfan: @realDonaldTrump ""2020 was the year nearly all of America's institutions revealed themselves as fully run by a New Rul…",RT KennySowellfan realDonaldTrump  was the year nearly all of Americas institutions revealed themselves as fully run by a New Rul…
ScarlattiBomba,in EUROPA,RT @MatthewJshow: @realDonaldTrump The election malfeasance must be addressed now!,RT MatthewJshow realDonaldTrump The election malfeasance must be addressed now
EstellerCorint1,"Blackwater, England","@realDonaldTrump you are so orange, your obviously not using @St.Tropez",realDonaldTrump you are so orange your obviously not using StTropez
ScarlattiBomba,in EUROPA,"RT @MatthewJshow: @realDonaldTrump President Trump delivers for the American people!

AMERICA FIRST!","RT MatthewJshow realDonaldTrump President Trump delivers for the American people

AMERICA FIRST"
ScarlattiBomba,in EUROPA,"RT @ScottPresler: @realDonaldTrump See you on January 6th in DC!

A massive, peaceful protest of this size has never happened before. 

We’…","RT ScottPresler realDonaldTrump See you on January th in DC

A massive peaceful protest of this size has never happened before 

We’…"
reaISteveBannon,"Washington, DC","@realDonaldTrump I’m the real power, Donald.",realDonaldTrump I’m the real power Donald
TerryBr89342118,Northeast USA,"@realDonaldTrump 
BEST POTUS EVER! Melania, Stephanie Winston Wolkof comes off as a childish, jealous, insecure, vi… https://t.co/qgmjsUPjR3","realDonaldTrump 
BEST POTUS EVER Melania Stephanie Winston Wolkof comes off as a childish jealous insecure vi… httpstcoqgmjsUPjR"
ArubaJoe2,"Michigan, USA",@realDonaldTrump   Soooo quiet.   Nice not having to read the lunatic ravings of a STONE COLD LOSER.     Now you ca… https://t.co/zOnxM43Bxl,realDonaldTrump   Soooo quiet   Nice not having to read the lunatic ravings of a STONE COLD LOSER     Now you ca… httpstcozOnxMBxl
carolbernier10,,@realDonaldTrump your a son of a Bitch you be careful what you wish for scum bag. Wake up from your fantasy sleep,realDonaldTrump your a son of a Bitch you be careful what you wish for scum bag Wake up from your fantasy sleep
M09293321,2020,"RT @RGrice_colorado: @realDonaldTrump @TheMorningSpew2 You accomplished a hell of a lot. Thank you!!  But I believe Bill Barr is an honest,…",RT RGricecolorado realDonaldTrump TheMorningSpew You accomplished a hell of a lot Thank you  But I believe Bill Barr is an honest…
M09293321,2020,"RT @LaLaRueFrench75: @realDonaldTrump BOY oh boy, did THIS post stand the test of time! #FuturePROOF🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀…",RT LaLaRueFrench realDonaldTrump BOY oh boy did THIS post stand the test of time FuturePROOF🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀…
M09293321,2020,RT @YankeesChannel: @realDonaldTrump He knew everything!,RT YankeesChannel realDonaldTrump He knew everything
M09293321,2020,RT @Rebecca84481672: @realDonaldTrump All of my friends and family including their friends and family love and support you president Trump!…,RT Rebecca realDonaldTrump All of my friends and family including their friends and family love and support you president Trump…
NBonaparte4,,RT @LindseyGrahamSC: @realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…,RT LindseyGrahamSC realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…
genied711,United States,"@realDonaldTrump @Twitter Why is this account accessible??? Donnie, nice try to CYA! Your Words Betray Your Intent!!",realDonaldTrump Twitter Why is this account accessible Donnie nice try to CYA Your Words Betray Your Intent
GoddessOfTheNi9,,"@realDonaldTrump @DonaldJTrumpJr
@IvankaTrump
@EricTrump 
@MELANIATRUMP
 And here we go, 
CAREFUL WHAT YOU WISH FOR… https://t.co/S1BNZskHmU","realDonaldTrump DonaldJTrumpJr
IvankaTrump
EricTrump 
MELANIATRUMP
 And here we go 
CAREFUL WHAT YOU WISH FOR… httpstcoSBNZskHmU"
LKlivickis,,"RT @amyekliv: @realDonaldTrump Nobody wants you there anyway,
you would ruin it with your followers and your horrible attitude.  America 🇺🇸…","RT amyekliv realDonaldTrump Nobody wants you there anyway
you would ruin it with your followers and your horrible attitude  America 🇺🇸…"
ScarlattiBomba,in EUROPA,RT @MAGAPatriotXO: @realDonaldTrump WE KNOW YOU WON THIS ELECTION BY A LANDSLIDE!!! ❤🤍💙,RT MAGAPatriotXO realDonaldTrump WE KNOW YOU WON THIS ELECTION BY A LANDSLIDE ❤🤍💙
ScarlattiBomba,in EUROPA,"RT @MatthewJshow: @realDonaldTrump One of President Trump 's greatest achievements is exposing the bought and sold media.

Four more years!","RT MatthewJshow realDonaldTrump One of President Trump s greatest achievements is exposing the bought and sold media

Four more years"
stuartnwatts,"Lewisburg, WV",@realDonaldTrump Unite America??  Why hasn’t Biden disapproved Facebook and Twitter’s actions??,realDonaldTrump Unite America  Why hasn’t Biden disapproved Facebook and Twitter’s actions
Rochellenotary,"Los Angeles, CA","@realDonaldTrump 

Lookin' good Donnie! https://t.co/ZkIzV7odrR","realDonaldTrump 

Lookin good Donnie httpstcoZkIzVodrR"
LindasTweeties,"Florida, USA","RT @LindasTweeties: @realDonaldTrump Darn shame you were President and could've prevented this. Oh wait! You were too busy Golfing, Campaig…",RT LindasTweeties realDonaldTrump Darn shame you were President and couldve prevented this Oh wait You were too busy Golfing Campaig…
LindasTweeties,"Florida, USA","RT @LindasTweeties: @realDonaldTrump It's a Shame Trump didn't honor and humble himself to the amazing opportunity given to him, over the p…",RT LindasTweeties realDonaldTrump Its a Shame Trump didnt honor and humble himself to the amazing opportunity given to him over the p…
Ijustdontcare33,"Lee's Summit, MO",@realDonaldTrump It's really quiet all the sudden. You ok little buddy? 😂,realDonaldTrump Its really quiet all the sudden You ok little buddy 😂
DTrumpInsulter,"Washington, DC",@realDonaldTrump You remind me of myself. Back when I was young and stupid.,realDonaldTrump You remind me of myself Back when I was young and stupid
IAmTimL,"Massachusetts, USA",@realdonaldtrump ur ugly,realdonaldtrump ur ugly
ScottMa33037764,Toronto. Ontairo CANADA.,RT @cherwilkinsgma2: @realDonaldTrump Keep digging that hole for yourself. https://t.co/dgI1zHwwaC,RT cherwilkinsgma realDonaldTrump Keep digging that hole for yourself httpstcodgIzHwwaC
ScarlattiBomba,in EUROPA,"RT @MatthewJshow: @realDonaldTrump The future of the Republic is on the line.

Let's win this!","RT MatthewJshow realDonaldTrump The future of the Republic is on the line

Lets win this"
blankslate2017,,@realdonaldtrump's biggest problem is @GOPLeader. McCarthy declared on Fox News that Trump 'won the election!' back… https://t.co/LibYVhfARP,realdonaldtrumps biggest problem is GOPLeader McCarthy declared on Fox News that Trump won the election back… httpstcoLibYVhfARP
ScarlattiBomba,in EUROPA,"RT @Kenny_Sowellfan: @realDonaldTrump ""Every statue and street building has been renamed, every date has been altered. And the process is c…",RT KennySowellfan realDonaldTrump Every statue and street building has been renamed every date has been altered And the process is c…
Nightdog78,"Memphis, Tn.",@realDonaldTrump God Bless you Sir!!! We are with YOU!!!,realDonaldTrump God Bless you Sir We are with YOU
SCOTTYSIMM,USA,RT @Kimmer19691: @realDonaldTrump thanks donny #TrumpDoesntCare #TrumpFailed #TrumpStroke #TrumpChaos #DonTheCon #TrumpLiedAmericansDied ht…,RT Kimmer realDonaldTrump thanks donny TrumpDoesntCare TrumpFailed TrumpStroke TrumpChaos DonTheCon TrumpLiedAmericansDied ht…
42251475114c5,,@realDonaldTrump @JoeBiden @BorisJohnson @CIA @HassanRouhani @sugawitter @giuseppeconteit @EmmanuelMacron Mothers o… https://t.co/qIKffHXWbu,realDonaldTrump JoeBiden BorisJohnson CIA HassanRouhani sugawitter giuseppeconteit EmmanuelMacron Mothers o… httpstcoqIKffHXWbu
SeanKorrigan,Ireland,RT @BartHuizing: @realDonaldTrump You finally got your fence! #BuildTheWall #trumpwall https://t.co/cL2ofS0EG3,RT BartHuizing realDonaldTrump You finally got your fence BuildTheWall trumpwall httpstcocLofSEG
SandaD33548721,United Kingdom,"RT @WithPunny: @realDonaldTrump You failed at president!!! You’ll fail at landscaping too!

JOE AND KAMALA KICKED Your orange ass

SOON YOU…","RT WithPunny realDonaldTrump You failed at president You’ll fail at landscaping too

JOE AND KAMALA KICKED Your orange ass

SOON YOU…"
LisaWil28402124,,RT @BillEdminstin: @realDonaldTrump Muppet,RT BillEdminstin realDonaldTrump Muppet
SteveDavidMike2,Global,RT @SteveDavidMike2: @realDonaldTrump Lookin good kids V🐉😁👍 @HillaryClinton @RealDonaldTrump #YinYang https://t.co/PBDn93xL5p,RT SteveDavidMike realDonaldTrump Lookin good kids V🐉😁👍 HillaryClinton RealDonaldTrump YinYang httpstcoPBDnxLp
