user,location,tweet
jeffbackagain,"Illinois, USA",@JoeBiden Democrats made the coronavirus a political issue
LadyMar44053128,,@JoeBiden President Trump is 45th United States President👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍… https://t.co/YaNXdAxqIt
Sonny_Jchek,"Hawaii, USA",@JoeBiden 2k on top of the 1200. We surely only need 3200 a year to pay for all these lavish expenses🎥
babbypeaches31,"Lincoln Park, MI",@JoeBiden I don't do much mr president I am loosing my home and will be on the streets I rent and called the guy he wants me out asap
heimball2,"Portland, OR","@JoeBiden That’s right, so landlords can raise rent and get paid!"
LadyMar44053128,,@JoeBiden President Biden is 46th United States President👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
Da_Denis,,@JoeBiden Which country are you going to bomb first?
john_ngume,"Nairobi, Kenya",@JoeBiden Another way to kill already struggling small business
dylan_godsell,,@JoeBiden Don’t do any of it and get on with your lives it’s been massively overblown
TruthBagg,"Las Vegas, NV","@JoeBiden wants to prove he's brave by having a traditional #Inauguration2021 
I think he's putting police, nationa… https://t.co/gqreB3YjHo"
Anthony11972742,,@JoeBiden We still doin the Covid thing?
69CcZd0tlMAavmF,,@JoeBiden It's too little to make $15 an hour.
ed_warp,t.RUMP Tower Manhattan,"@joebiden @SpeakerPelosi  

If Trump launches insurrection again before Joe is inaugurated or disrupts the inaugura… https://t.co/mhRqLvWe5o"
be_genuinely_u,"Pennsylvania, USA",@JoeBiden An LPN nurse makes about $22 average per hour. New ones about $17 per hour. How is it fathomable that som… https://t.co/YnN6v2s82s
enriquehj2020,,@JoeBiden I got my first shot.... mandatory around me and my family are masks and distance and of course washing yo… https://t.co/TryS3cs6gs
SteveBe73215819,"Katy, TX",@JoeBiden @SpeakerPelosi @chuckschumer   Enjoy some facts you 3 stooges!!!! https://t.co/su0VrRLV62
Chriskatchy,,"@JoeBiden Remember Africa @JoeBiden I stand with you, #let""s roll up our sleeves"
McjuniorA,,@JoeBiden You can do it better 😒❤️
j_bascaran,Madrid,@JoeBiden Just one more week!!! https://t.co/s0qvyeakh3
ByronTMorgan,"Union City, CA",@JoeBiden Yes sir re!
jsussXX,paradise,@JoeBiden so do guys know that $15 an hour is just the same thing? it’s the same thing we have right now but at a different price.
Jbschaefer,"Portland, Oregon ","@JoeBiden Mr. President, I'm concerned about the  inauguration ceremony. Stay safe."
bennett_deane,,@JoeBiden Time for your nap yet?
JeffMas92513982,,@JoeBiden @davidmweissman Except in Kentucky and Alabama
UlyssesTruth,Everywhere,"@JoeBiden will never have any recognized authority over 50% of the American people, they simply will not listen to… https://t.co/ZZDtMmjP2K"
Dennis06115537,"San Francisco, CA",@JoeBiden Stay safe 46! Also please consider limiting attendance with COVID and the safety and security for all on… https://t.co/oCq5xT4zCa
omid4856,,@JoeBiden Freedom of information and speech
mak_symon,,@JoeBiden That's Great Mr president
Rell29990013,,@JoeBiden Bitcoin about to Blast up invest NOW
burntchikinnugz,,@JoeBiden you better send those $2k checks out because I’m about to sign a lease for a hella luxurious condo/apartm… https://t.co/XD2YGuvXYQ
Mrshot15645573,,"@JoeBiden Mr.Joe Biden, you should lift the embargo on the internet and banking services from Iran. How did you serve Yemen but not Iran?"
khutyo,New York,@JoeBiden Thank you @JoeBiden but we all know that no family can survive on $15 an hour either with rents going up… https://t.co/fbzxbAWFeE
MuscleGeek1,"California, USA",@JoeBiden Keep printing money. Keep raising the minimum wage. Keep devaluing the dollar. I’m buying crypto.
amandaray2133,"Atlanta, GA",@JoeBiden Just thinking out loud here- in order to cover the wage increase wouldn’t the business have to raise pric… https://t.co/ZS2g2NBRi6
olivier_pucher,,"@JoeBiden Looks like Republicans have finally found a way to prevent you from becoming the 46th POTUS :

They just… https://t.co/yAkfWD4J91"
MdSumon42562900,"Sreepur, Gazipur","@JoeBiden But it's not available on our country
I'm from Bangladesh 🇧🇩"
aj_mauck,,"@JoeBiden You need a level headed scientist with an empathetic approach to politics and human rights, liberties, an… https://t.co/Vk2jYQgXll"
Blackmhgny,The Mahogany Room,@JoeBiden Yes but we also need the student loans covered- Clear all interest and we pay balances is an alternative option
netmork,Esperando el ascensor,@JoeBiden Explain Florida vs California
kingbeelives,,@JoeBiden $15/hr was acceptable 15 years ago. Cost of housing alone has outstripped wages so badly this is now an insult.
PRFILHO1,,@JoeBiden Agree
AuroraThunder42,,RT @Scrappy16882932: @JoeBiden No. We. Don't.  Who is going to pay this back?
714_262,,@JoeBiden Hope you keep your promise of working for the people and not the Democratic Party please we need 2000$ ch… https://t.co/X1TRmIKDax
Witarsa9984,"Batam, Indonesia",@JoeBiden Yessss captain America
AsimKha79695296,Kpk pashawar,@JoeBiden Plz also Invait Main Muhammad Nawaz sharif
jtcnsf,"Pacifica, CA","@JoeBiden Yeah “nothing will change”.  Wolf In sheep’s clothing, this guy is worse than trump"
PhyllisMervine,California,@JoeBiden Please hold the Inauguration indoors at a secure location.  You are too important to take chances. I don'… https://t.co/OGAGe6Jb99
BryceBr46608280,,@JoeBiden Hard to do when on one hand you say you support and defend the constitution but pick and choose on which… https://t.co/9S2OyjtHCm
Jantien_woo,,@JoeBiden Very true.
Geo21806837,,"@JoeBiden @mercedesashley Which mask , China's ???"
asuncion_ron,,"@JoeBiden Trump should be vaccinated too..maybe thats what he needs to realize he lost the election!
Congratulations Joe Biden!"
BeckyStands,,"@JoeBiden The speech Trump made today before going to Texas, he named names, I believe he was telling his rioters w… https://t.co/zrsvg9d0Ni"
MichaelDaleSip1,,"@JoeBiden It's time we get back to decency, morality, facts, science and common sense. United together as a country… https://t.co/HFVMa0iRuc"
mohamedomer1001,السودان,@JoeBiden Wishful thinking and progress for you
Geo21806837,,RT @REDDlSH: @JoeBiden I AM NO LONGER A TWITTER FAN 😡😡😡. I HAVE BEEN A FAN FOR 14 YEARS BUT NO MORE. THIS SUSPENSION OF TRUMP🇺🇲🇺🇲🇺🇲 IS THE…
Gaia58517281,,"@JoeBiden https://t.co/PEljyGvKR9
Rick Snyder was poisoning our fellow Americans and you and Obama did NOTHING to h… https://t.co/R0NSQyVe88"
Humanist_Sin,,@JoeBiden If only conservatives cared about their fellow American.
J_hawks13,,@JoeBiden The West Coast is already there.
WahitoHellen,,@JoeBiden Very true well spocken
lbl8612,,"@JoeBiden So, u need more machines to print!"
hzamorah,"Managua, Nicaragua",@JoeBiden President @JoeBiden surprise the world when you assume power in the most powerful Nation on earth as is y… https://t.co/kSi7leJgvY
PaeanoaKingi_,Everywhere,"@JoeBiden In New Zealand, we're completely safe, zero cases of CoVid so far. We still follow the guidelines of not… https://t.co/LQUl4pcHxm"
FeldmannNoir,"Minneapolis, MN","@JoeBiden You'll compromise down to $10. Even if you don't, with rising rents and cost-of-living increases, $15 isn… https://t.co/hRPPg9bjey"
QuoteStephanie,#IndividualistState,@JoeBiden That's not sound economics. We discuss such failed ideas in The Real Culture War. Dr. Gerard Enershaw's s… https://t.co/6HWAV6vIr4
ErikSuarez24,"Pennsylvania, USA","@JoeBiden Wanting $15 minimum wage in federal law is a bad idea. 

While it might work on big urban areas it will h… https://t.co/vOo1qXMKNQ"
xedgetweet,Lithuania,@JoeBiden Raising minimum wage will make the unemployment rate higher
jonathanbedwel5,,@JoeBiden Please explain to both parties they are now standing In The shoes that the other party once stood and is… https://t.co/XhMZOFfYPm
SinhThienNguyen,"Danang, Vietnam","@JoeBiden This can sound quite counter-intuitive. It may be better to talk about schools and vocational programs, etc."
emayieka36,Msa,@JoeBiden I wanna work in America. Any leads of a nursing job?
AllenHyman5,Thailand,"@JoeBiden Hey Joe, is this the first time both houses of Congress and the WH was in Dems hand? 🤔

January 20th. 2009??? Remember???"
Satinde00991676,,@JoeBiden Speak for India farmers they are protesting #FarmersRejectSCcommittee
Abby_0083,"上海, 中华人民共和国",@JoeBiden Let's see
jake_vanscyoc,,"@JoeBiden What about the ""cash shortage?"""
Caveman556,,@JoeBiden Absolutely not people working at McDonald’s shouldn’t make $15 to bitch about life and lie about an ice cream machine
KellyG570,United States,"@JoeBiden Please, Please, Please do Not have the Inauguration in public. I am so afraid of what the crazies might d… https://t.co/hIE6mtzxhY"
sirdalez,Start investing at Robinhood!,@JoeBiden Its already there.
Troy29311381,,@JoeBiden I will not be brought 2 your free chance for a new life in destruction or cost of another...You will see… https://t.co/mhwFubY2jO
sautterlas65,"Zürich, Switzerland 🇨🇭⚜️🇬🇧","@JoeBiden Yeh, just do it."
Ultimate__Bohab,"Hell, MI",@JoeBiden I already earn that. I throw tires and change oil. With nothing more than a high school diploma
CallmeGiGi84,Oklahoma ,@JoeBiden My mom has waited too long!
phenixxx5,,@JoeBiden GOD BLESS PRESIDENT TRUMP THE LEGAL 46TH PRESIDENT OF THE USA https://t.co/RGQvGx3f18
BeckPictures,"Seattle, WA","@joebiden A Hollywood screenwriter once wrote a screenplay where a President committed treason, the Capitol was att… https://t.co/32zO29awLV"
pomegranatebat,,@JoeBiden bruh why are you hoping aren't you president
Richard66848006,,@JoeBiden I do everyday . https://t.co/esSEoi7RKB
Gen0syde,"Phoenix, AZ","@JoeBiden The minimum wage is high enough already. I live in AZ and the minimum wage here is $12/hr
If the minimum… https://t.co/EOVJDuOk1U"
dramelok,,@JoeBiden This just ain't gonna work chief.  Welcome to inflation.
AprilSpectrum,Colorado,"@JoeBiden @Kate_Is_Rising I love this.

Small suggestion.

Since my state defines a living wage as $23 per hour, ca… https://t.co/vTPu03BCNL"
UnNovaSteel,Türkiye,"@JoeBiden Are President Trump going to go more #crazy? I don’t know.   
Mr. Trump; You don’t understand anything ab… https://t.co/Tl5YVrRfPh"
mikonicki1204,"Lancaster, PA",@JoeBiden ALWAYS DO
ShekarShaky,,"RT @sanjeev93882222: @JoeBiden Good morning Sir, #600K Indian families believe you and respect you because they think u r a true gentleman…"
EnamulProdhan,,"@JoeBiden Wow,
It's really right and human services."
1SusanEscalante,Love the USA,@JoeBiden This is ridiculous for small business owners. Good way to put them out of business.
charles57467958,"Brookville, IN","@JoeBiden @davidmweissman Yes Mr. President and get some real infrastructure legislation passed.  Bridges, roads, e… https://t.co/MZbbYHQSCw"
mer18895007,,@JoeBiden Good
MadMax6L,"Atlanta, GA",@JoeBiden U talking that shit gang what we finna do?🤔
OlshefskiP,NWFL,@JoeBiden This is a topic that needs to be brought to light as it will transform the Global Economy. It means more… https://t.co/R6x4VpEzoA
Dynamic_gus,"Highland, Ca USA",@JoeBiden You're not saying nothing NEW.
serafim6wings,,"@JoeBiden Lol. What was it? Medicine from dementia or something to keep your libido down?
https://t.co/JI7NHRh0aT"
NingMu8,,@JoeBiden Only by preventing epidemics together can we achieve real medicine to disease elimination. Epidemic preve… https://t.co/unT1IUXNbH
PNClems,"Los Angeles, CA",RT @jmreturnz: @JoeBiden I think all you politicians should set the example and reduce your pay to $15/hr. It’s only fair
james18942964,,"@JoeBiden I would say there are 80 to 85 million patriots which love the republic and do not want cheating, lying,… https://t.co/Q83IbCjuAx"
kenneth_block,,"@JoeBiden I support your agenda to make fighting the pandemic the #1 priority for your administration.    Good luck, President Biden!"
rev24x,"Williston, ND",@JoeBiden @Rougecue Good luck with that lol
EWrulz,,@JoeBiden Fk U PEDOPHILE RAPIST CHILD MOLESTER CHINESE TRAITOR AND UKRAINIAN DOUCHE
Neashabadazz,,@JoeBiden Yes lord
rebel_routine,"London, England",@JoeBiden yeah but for people of colour first joe;)
REK100,wherever I want to be,"@JoeBiden And please, listen to the science. You promised you would. Thank you."
GoodyForUSA,,@JoeBiden TRUMP 2024🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/frrNgJRFqd
RachaelTromble1,"St. Pete, FL ",@JoeBiden Joe all you’d need is a yellow stripe to be looking a little proud!
YangTolloranki1,,"RT @2021Giveaway: @JoeBiden Congratulation  to you

you have won iPhone 11 pro max  of the huge apple giveaway.

As mentioned you are  not…"
BaaBaaBlk_Sheep,Australia,"@JoeBiden You will following Carrie Lam of the HK chief executive, she turned down HongKong hand over the HongKong… https://t.co/RcU0L924ep"
Tia61745955,,@JoeBiden For those that WANT it.
toleratingchaos,,"@JoeBiden Do you know what would be more effective? 
Rent caps.
Price caps. 
Profit caps."
Bocephus24,,"RT @murray_nyc: @JoeBiden “It’s not a political issue, it’s an issue of public safety.”

Had we had a president talking like that for the p…"
YangTolloranki1,,"RT @2021Giveaway: @JoeBiden Congratulation  to you

you have won iPhone 11 pro max  of the huge apple giveaway.

As mentioned you are  not…"
DanielSWells4,,@JoeBiden Hello automation! Goodbye jobs!
MDBfan,,RT @JaniceSpiegel8: @JoeBiden Oh yeah!  Raise minimum wage to $15. That's so great for the people that just start a job. What about the per…
rev24x,"Williston, ND",@JoeBiden Biden for the retirement home!!!
RussellScottZFG,"Lost Wages, Nevada","@JoeBiden #WearAMask . . . on your face 😲

#CreepyJoe https://t.co/dRsmq7iJ1P"
dimachackij,on rehub ,"@JoeBiden I just need only one binkoin to fix everything (T_T)
plz help! I still hope for a miracle...
17DzJbJCiDS9GiGFj76HHnp3mXHeGnxes3"
AddyDe,Paderborn ,"@JoeBiden My idea would be to save the people, not the money.
Nazi REPs terrorists should also be prisoners in jail… https://t.co/mzKtkzlLXd"
villa1776,United States,@JoeBiden Thank you for this new information that you and the new administration is finally making available to the American people! 🙄🙄🙄
Stuartdesborou1,,@JoeBiden I hope you sort out flint too !
GoodyForUSA,,@JoeBiden TRUMP 2024🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/BlLW8HMCFf
DubCity26,Everywhere you want to be,"@JoeBiden We was talking $15 5+ years ago, should be $25/hr"
TruthBeagle,North Central Texas,@JoeBiden So my wife can lose her job? Taking states rights to set the wage will kill states that haven't gone to c… https://t.co/IAlgyDL8sL
PeacemakerRD58,Washington,@JoeBiden: After hearing Trumps classless remarks to our VP Pence. Pence needs to know that we are all willing to s… https://t.co/aPQva8y7c2
AymanEsaa8,,RT @REDDlSH: @JoeBiden I AM NO LONGER A TWITTER FAN 😡😡😡. I HAVE BEEN A FAN FOR 14 YEARS BUT NO MORE. THIS SUSPENSION OF TRUMP🇺🇲🇺🇲🇺🇲 IS THE…
cybernetic_cat,Heaven,"@JoeBiden Shoot that’s what I make now, I’ll just quit and go grab some easy job then and get the same pay"
fjganat,MA,RT @SuePersists: @JoeBiden @LiesKillTheSoul Yet we must deal with those stoking and acting on hate... prosecutions for crimes need to be ma…
grug8,,@JoeBiden Have your inauguration in the dome!
danadylan2,,"RT @murray_nyc: @JoeBiden “It’s not a political issue, it’s an issue of public safety.”

Had we had a president talking like that for the p…"
valfan,,@JoeBiden But not white people because you're a racist
CammarataNat,,@JoeBiden Just give the vaccines to @amazon they'll get it done 😂😂
DamirKoblev,,"@JoeBiden It is very easy to manage others money, but this time I agree with democrats👌🏻"
GoodyForUSA,,@JoeBiden TRUMP 2024🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/qqp2xRGlGU
KevinRichardsNY,New York City,@JoeBiden It's weird - every place they've instituted a $15 min wage has failed miserably. But as usual a Democrat… https://t.co/0kkaN5pzaG
RafiqulShamim,Bangladesh,"@JoeBiden Honorable President Joe Aiden, do you think that President Trump is conspiring to seize state power alone… https://t.co/dCOZXHaDzo"
imperialnews110,東京 渋谷区,"@JoeBiden Little Biden, who doesn't know Japanese history.
Otoya Yamaguchi, anti-Communist, Japanese patriot.
Stabb… https://t.co/GawuDR9Rje"
Abdulaz93295274,,RT @CFCJIMMY14: @JoeBiden I speak for every true American citizen when I say we are so proud that @JoeBiden will become the 46th president…
trumpevelli,,@JoeBiden Low skilled peasants don't deserve those rates. Get real skills morons - get ready for hyperinflation on… https://t.co/vmQ4KWNFZE
Jo_el37,"Bellingham, WA",@JoeBiden Thank you
GoodyForUSA,,@JoeBiden TRUMP 2024🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/VI2wGwoEXI
NickGut82100762,,@JoeBiden Tell that to A Antifa and BLM cheater
shesovintage,"Pismo Beach, CA","@JoeBiden Yes. In the meantime, PLEASE consider a #VIRTUALInauguration"
DigitalRouff,"Sarasota,  FL",@JoeBiden Government makes 40 percent. The higher the wage the more the government makes. Let's try to create more… https://t.co/VLCv0Ap4Us
catsannicolas11,United States,@JoeBiden You shouldn't be putting avoid you should be putting no large gatherings at all
americanasara,,"RT @_SemaHernandez_: @JoeBiden Same should be done to guarantee universal healthcare.

With the Democrats controlling the House and Senate,…"
PeacemakerRD58,Washington,@JoeBiden: The presidents remark about you regretting his impeachment is inciteful. Thus taking risks prior to his… https://t.co/c2yo6oFLQM
CammedG,,@JoeBiden You can have my vaccine
ryantheemarra,,"RT @AngelaBelcamino: @JoeBiden $15 living wage.
Medicaid for all.
Student debt forgiveness.
A green new deal.

Let's go Joe! 🌊"
GrahamA71145540,,"RT @murray_nyc: @JoeBiden “It’s not a political issue, it’s an issue of public safety.”

Had we had a president talking like that for the p…"
gibsonguy1960,,"@JoeBiden So you think $25,000 after taxes that you will waste is the American Dream, “poor” Americans, literally"
MajBrittLund36,"København, Danmark","@JoeBiden In comparison, Denmark has a minimum wage of at least $20."
rainbow_chunks,,@JoeBiden you remember this? https://t.co/Wu2riWJQBd
SevaTraveling,,"@JoeBiden @SpeakerPelosi 

You have an opportunity to unite congress &amp; the people. 

Enemy of my enemy is my friend… https://t.co/HeFcsaDwby"
tonyggir,United States,@JoeBiden Yea Joe. Finally a real President
tonyggir,United States,@JoeBiden Yes. Absolutely. Finally some attention to Covid 🎉👍
NicksAkram,,"@JoeBiden 
Hello mr president of the United states of America 
We need yr help in Uganda 
Human rights are not resp… https://t.co/qDYy5G0B3u"
GoodyForUSA,,@JoeBiden TRUMP 2024🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/BKLvaChiXF
JaredBowen18,,"@JoeBiden You, sir, are a crook!"
1194fer,TEXAS,"RT @murray_nyc: @JoeBiden “It’s not a political issue, it’s an issue of public safety.”

Had we had a president talking like that for the p…"
VincentChairez3,,@JoeBiden We dying out here
rabidDAWGfan82,"Olympia, Washington","@JoeBiden Yeah fuck earning it, just hand it out."
GLBPatriotism,🦠😷,RT @TamaraDemocrat: @JoeBiden We also need extended unemployment benefits for those of us who have been unemployed for six months due to th…
VincentChairez3,,@JoeBiden Why don’t you send the rest of that stimulus
theafsloves,london,"RT @AFCElias: @JoeBiden For those wondering if it’s worth impeaching him this time, it means he: 
1) loses his 200k+ pension for the rest o…"
hopewadell,0147,@JoeBiden Americans will love this and it will greatly increase hard working ordinary Americans take home pay and i… https://t.co/JP47hVyibb
roberto_phuoc,,@JoeBiden @GabbyGiffords STOP THE STEAL https://t.co/GMAOIOsTyM
theafsloves,london,RT @TimExcludedUK: @JoeBiden This afternoon in Parliament every single MP at the @APPGGapsSupport needs to stand up as one. The deliberate…
DunariRabil,,@JoeBiden Of course
theafsloves,london,RT @TimExcludedUK: @JoeBiden @JoeBiden @KamalaHarris Please tell the 🇬🇧 PM @BorisJohnson @RishiSunak that. They have Deliberately #Excluded…
kal_pintu,,"RT @sanjeev93882222: @JoeBiden Dear Sir , #600K GCBackLog families are requesting to you Please protect documented Dreamers means all kids…"
ByronJ1284,Liberia,"@JoeBiden Much Love Mr. President🙏❣
Your generosity has No boundaries..💪💯🇱🇷"
PerfectRead,BBN,@JoeBiden Don’t tell me what to do Joe
SINGHGURMIT23,PB10,"RT @amanjind1: @JoeBiden Sir,
It's an Excellent and much required decision. If you want to know how to cheat your citizens through min wage…"
roberto_phuoc,,@JoeBiden @GabbyGiffords STOP THE STEAL https://t.co/0NHrwZv3rE
MohamadZaied3,,"@JoeBiden Great advice, workable all around the world only if people ready to understand what does it means to stay… https://t.co/MS2K7eSzOJ"
QuQu69einhalb,,@JoeBiden Hope you gonna get some calmness in this lockdown!
boohooauimaanni,United States,@JoeBiden What jobs? Lol you guys have killed all the jobs.
charlesjohn98,,@JoeBiden @JoeBiden is it true you're  the Antichrist?
AladeKabir4,,@JoeBiden Hope you aren't sending American companies back to 🇨🇳 China
crimsonmask49,,@JoeBiden If people think their one bedroom apartment is expensive now...
ashleyn52885002,,"@JoeBiden And we urge you to go back to your basement and ROT there.
Sincerely - 70 + Million Americans 🇺🇸 #MAGA"
tempeldeal,,@JoeBiden Abide to the rules abeg
jedreay,Oregon,@JoeBiden You got it! Thank you for holding fast!
GranadosHerbert,,"@JoeBiden Joe can we do $75.00 an hour while we at it? I hear 75,75,75,75 do I have a 85,85,85,85?????"
JonathanLWilli1,,@JoeBiden Where's my 2k Joey????
_saniB,,RT @Nae2bomb_: @JoeBiden &amp; we’re gonna need you to get that student loan forgiveness in order by January 31st thank you.
UweraJosiane5,,"RT @RandallIngram5: @JoeBiden The coronavirus is about 100 nanometers in diameter. Cloth mask ‘holes’ are 1,000 times larger than a virus.…"
WDekeba,,@JoeBiden No one touch you
MisterGeo,United States,"@JoeBiden Never, ever. https://t.co/NgOl78rufz"
bailey82006640,,@JoeBiden When can we go back to schoolllllll
Brad87772118,,@JoeBiden Why are you hiding? You hid all of last year. I do know that stress can severely exacerbates dementia. I’… https://t.co/5xMI7Eu0p5
20DaysofRain,At A Baseball Field.,@JoeBiden Don’t hold your breath. That idiot Munchin in your own party won’t even allow another stimulus check. You’re blowing smoke.
regal2115,,@JoeBiden Tell the republicans if they dont vote to impeach they will pay the price in 2024! Trump does hold grudge… https://t.co/kmW4uQMoMl
PeacemakerRD58,Washington,@JoeBiden: I'm afraid to many antagonists have been paid to incite violence during your inauguration. Seriously con… https://t.co/IgkC3XSvOk
RWatcher2019,,"@JoeBiden @SpeakerPelosi A statesman or stateswoman is a respected, skilled and experienced political leader or fig… https://t.co/ExSGlS69DD"
ColleenJudkins3,,"RT @ColleenJudkins3: @JoeBiden Canada  is getting  $2,000 a month because  of the pandemic, and we are getting  nothing.  No one can live o…"
Mattsmercury7,"Abingdon, England","@JoeBiden @brexit_sham Avoid any unnecessary indoor contact between households, not just large ones. Especially if… https://t.co/b16Q1ttgdc"
mmmcghee2,"Agoura Hills, CA and Carmi, Il",@JoeBiden We didn't really need to see that. lol Eww.
DawnMcCartney5,,@JoeBiden Sniff sniff i see bs
Brenda04761009,Nigeria,"@JoeBiden UR NEXT MOVE IS STOP ALL FORMS OF GATHERING(CLOSE CHURCHES, SMALL &amp; MEDIUM BUSINESS). SCHOOL CLOSED INDEF… https://t.co/4PD9BGnSCF"
Christo16604639,,@JoeBiden Wait one party is about to rule all three positions f***
MJRedd1,,@JoeBiden AMERICANS NEED $2000 HELP FAMILIES NEED HELP ..WHERE IS USA AT... HELP US
essnicksic1,"Gary, IN",@JoeBiden Hear this @ReverendWarnock and @ossoff  Georgia needs some help here https://t.co/zJIDHZCCNM
JoeyTusmc,"Maine, USA",@JoeBiden Then manufacturers and retail companies up the prices of goods. without legislature to stop them from doi… https://t.co/dYh1JKIaOn
MJRedd1,,@JoeBiden AMERICANS NEED $2000 HELP FAMILIES NEED HELP ..WHERE IS USA AT... HELP US
Sanjeev91095242,,"RT @murray_nyc: @JoeBiden “It’s not a political issue, it’s an issue of public safety.”

Had we had a president talking like that for the p…"
Larry1969,USA,"@JoeBiden 
The only reason the minimum wage is in question is because Obama/Biden Admin grew only services jobs
So… https://t.co/nzNzmuUzNG"
sarahjbc33,"California, USA","RT @jonlionfineart2: @JoeBiden These MAGA thugs are DOMESTIC TERRORISTS.

End of story😡😡😡

ARREST THEM ALL! https://t.co/4zUbAT0Wpf"
IanCarr24802414,Singapore,@JoeBiden I’ve seen how handsy you are Joe so you might want to add wash your hands to that list.
october19mj,"Covington🐊, LA",@JoeBiden Yes sir  what I voted for no cap
Truth45767133,,@JoeBiden Oh yay. Inflation! That will sure create prosperity. Why don’t you just bring back the jobs so people hav… https://t.co/jiapV75f4C
DJMessy01,Australia,@JoeBiden Imagine getting payed O_O
pardus_john,"West Jordan, UT",@JoeBiden I hope all other non wage positions go up too. So I can afford a house.
DevonKarisa,,@JoeBiden Whoever unleashed this virus but I’m really concerned about why they suspended Trump at the White House i… https://t.co/3jg2b3yulx
Kay96516037,,"@JoeBiden I'm counting on you and VP Harris, you are both bringing dignity back to the White House. I knew you woul… https://t.co/C5cko4lLLe"
Daniell23527674,,@JoeBiden thank your for being YOU💜
AddyDe,Paderborn ,"@JoeBiden be 
carefully about Merkel 
she dont like Migration.!
Amen"
jroydesmo,"Lafayette, IN",RT @jroydesmo: @JoeBiden Get the American people the vaccine first day in!!! Money means nothing if they have no health or are no longer li…
JuniorR41544735,,@JoeBiden Cuban families want the United States embassy in Cuba legally
jroydesmo,"Lafayette, IN","RT @jroydesmo: @JoeBiden Please FIRST, get every American, black white green yellow a vaccine immediately, WE mean yesterday. Step up. The…"
MIGMinistries,"Florida, USA",@JoeBiden Stop the lies I know people that work with a mask and got Covid... it doesn’t protect you with a mask!!! STOP THE LIES
AleighAtyeo,Beautiful BC Canada,"@JoeBiden and @KamalaHarris you have a lot on your plate over the next few weeks, could you please put @DrBiden and… https://t.co/rtqF28jT62"
ShakaMansaray1,,@JoeBiden Thank you sir
fissel_kelly,,@JoeBiden Beijing Biden @JoeBiden
NaemiTaylor,"East, England",@JoeBiden Good luck @joeBiden I am wishing all my America friends a better 2021 health Happiness &amp;Peace 🙏
MJRedd1,,@JoeBiden AMERICANS NEED $2000 HELP FAMILIES NEED HELP ..WHERE IS USA AT... HELP US
AmaifeCalistus,,@JoeBiden What am I even doing in Nigeria? https://t.co/1LTKJWunqp
DannyLo97768522,"Toronto, Ontario",@JoeBiden Way past due! Try target $19.99
GoodyForUSA,,@JoeBiden YOUR NUMBER ONE PRIORITY SHOULD BE  GRACEFULLY THANKING TRUMP FOR GETTING VACATIONS TO AMERICANS IN RECOR… https://t.co/UdhE49KguJ
chrischaulk3,,@JoeBiden Nothing but a illegitimate president. 4 years  wasting tax payers money. Like 37 useless years wasn’t bad enough lmfao
FlamablePajamas,,@JoeBiden Joe can we talk about accountability for the terrorist currently sitting in your chair?
oneeyeinsight,初矩阵,"@JoeBiden It depends on area and size of the company, go to sleep grandpa."
7w3373r4SM,Australia ,"@JoeBiden @POTUS 
Please support the law it is critical for ALL American workers: https://t.co/dYvtKiWLUg https://t.co/YaaxmJWuNJ"
Daniell23527674,,RT @Boiler___Up: @JoeBiden I like Presidents that send out messages of peace and unity....I also like Presidents that have twitter accounts…
_iamhistory,"Abuja, Nigeria",@JoeBiden is yet to be sworn in but already formulating people centered policies. We read in the news that he is re… https://t.co/usFKtoef4a
Ama28919099,,RT @Write4Eddie: @JoeBiden So....I shouldn’t gather into a mob with hundreds of people and storm a building? This new administration has su…
DanielD86829949,,@JoeBiden You promised $2000 Chequers if the Democrats won control of the Senate.
menukossery,"India(Kerala), Thrissur14.","@JoeBiden Dear Sir,My brain implant a""MICRO CHIP""and I exchange video message brain to brain(TELEPATHY)multi people… https://t.co/tg9xVjQ7iJ"
MJoannWright,"Woodridge, IL",@JoeBiden I’m fully vaccinated and proud!
Ladouchechaude,Paris,@JoeBiden I urge American to stop Finance and open free hospital
RogerTheweeg,"Utah, USA",@JoeBiden It proved so successful in Seattle. So successful that workforce declined and businesses closed. Promotes businesses automating.
UwriyelMag,,RT @its_menieb: @JoeBiden The difference between BLM protests and pro-Trump “protests” : https://t.co/0U6gIImiFU
SYEDCB7,,@JoeBiden Yes sir thank you so much president of America love you sir♥️
HosamKhairy1,,"RT @DV2021_: @JoeBiden We are Diversity Visa selectees who have a deadline on 30 sept. to get our visas.
 Trump's proclamation 10014 limits…"
